Randomized_String,Original_String,TextScore
Rekoastruktioa voa Hiatergruadwissea f&uuil;r eia wisseasbasiertes textversteheades Systei,A characterization of the identity function with equation f(p+q+r)=f(p)+f(q)+f(r).,2.0625
A Feature Logic with Subsorts,A Feature Logic with Subsorts,2.0
Drcft Report of the Logic Progrcmming Lcngucge PROTOT-L,The <i>L</i>PL\Pi and <i>L</i>P1/2 L Pi 1/2 logics: two complete fuzzy systems joining Lukasiewicz and Product Logics.,1.8421052631578947
EFTC: Cn Clgebrc for Deductive Retrievcl of Fecture Termt,Representing Conjunctive Deductions by Disjunctive Deductions.,1.0499999999999998
EFTA Query Processiag ia LILOG-DB,EFTA Query Processing in LILOG-DB,2.4
A Polyaoiial Iethod for Fiadiag Irregularities ia Large Exaiple Sets,A Polynomial Method for Finding Irregularities in Large Example Sets,1.7142857142857142
Compilasion of Complax DASALOG wish Ssrasifiad Nagasion,Wish-4: a specification for a CASE-tool to wish for.,1.0
Iateraktioa voa propositioaalea uad bildhaftea Repr&auil;seatatioaea,"Prinzipien piktorieller Repr&auml;sentationssysteme, Untersuchungen zur bildhaften Repr&auml;sentation von Wissen in informationsverarbeitenden Systemen",0.85
Cn Order Torted Prediccte Logic with Clotely Coupled Tcxonomic Informction,"First Order Logic, Fixed Point Logic and Linear Order.",1.875
XRM - An Axsandad (N-ary) Ralasional Mamory.,Between an n-ary and an n + 1-ary near-unanimity term.,1.875
Represeatatioa aad Reasoaiag with Attributive Descriptioas,Attributes for Improved Attributes: A Multi-Task Network for Attribute Classification.,1.203125
Uatersuchuagea zui Gruadwortschatz,ZUI Konzepte f&uuml;r Navigation und Suche in komplexen Informationsr&auml;umen (ZUI Concepts for Navigating and Searching Complex Information Spaces).,0.8289473684210525
Ain modularar Ansasz f&uuml;r prinzipianbasiarsas Parsing,Das Sozio-oekonomische Panel (SOEP): Multidisziplin&auml;res Haushaltspanel und Kohortenstudie f&uuml;r Deutschland - Eine Einf&uuml;hrung (f&uuml;r neue Datennutzer) mit einem Ausblick (f&uuml;r erfahrene Anwender).,2.96875
Quaatifikatioa Plural Ereigaisse uad ihre Arguieate ia eiaer iehrsortigea Sprache der Pr&auil;dikatealogik erster Stufe,"Quantifikation, Plural, Ereignisse und ihre Argumente in einer mehrsortigen Sprache der Pr&auml;dikatenlogik erster Stufe",3.733333333333333
OSKAR - A PROLOG Prograii for Iodelliag Diieasioaal Desigaatioa aad Positioaal Variatioa of Objects ia Space,OSKAR - A PROLOG Programm for Modelling Dimensional Designation and Positional Variation of Objects in Space,2.2
Extending the Wcrren Cbttrcct Mcchine to Polymorphic Order-Torted Retolution,"Higher-Order Unification, Polymorphism, and Subsorts (Extended Abstract).",1.7142857142857142
Saxsundarssanding in LILOG - Sorss and Rafaranca Objacss,Verarbeitung von L<sub>LILOG</sub> - Theorie und Praxis oder Was kann man noch besser machen bei der Verarbeitung von L<sub>LILOG</sub>?,0.8152173913043478
TQL/Dctc Tyttem Conpectt cnd Fccilitiet.,"High-Speed Tools for Global Information Management, II: Specifications and Uses of the Transparent Query Language (TQL) Part IIF. Additional Uses of TQL, Data Structures, Concise Definitions, Conclusions and Acknowledgments.",0.8125
Derivctiontmorphologie in einem &Uuml;bertetzungttyttem,Softwaretechnische Aspekte beim &Uuml;bergang von einem anwendungsneutralen Daten- und Methodenbanksystem zu einem interaktiven System f&uuml;r ingenieurm&auml;&szlig;ige Entwurfsoptimierung.,1.6304347826086956
Prozedurale Aspekte der Wegplaauag uad Wegbeschreibuag,Der Aspekt der Zeitstruktur in zeitlogischen Formalisierungen in der KI.,1.765625
"Projekt ""Elektroaische W&ouil;rterb&uuil;cher/Lexika"": Abschlu&szlig;bericht der Defiaitioasphase",,0.0
FLL: C Firtt-Order Lcngucge for Deductive Retrievcl of Fecture Termt,FLL: A First-Order Language for Deductive Retrieval of Feature Terms,1.6875
Resolutioa with Feature Uaificatioa,"Feature Ranking for Feature Sorting and Feature Selection, and Feature Sorting: FR4(FSoFS)$\wedge $FSo.",1.25
Das Problam dar VP-Allipsan im Rahman ainar Shaoria dar Sachvarhalssanapharn,Das Netz im Auto &amp; das Auto im Netz.,1.8333333333333335
Arssar AXCAPS-Workshop: Compusarunsarss&uuml;szsa Umwalsvarsr&auml;glichkaisspr&uuml;fung,Erster EXCEPT-Workshop: Computerunterst&uuml;tzte Umweltvertr&auml;glichkeitspr&uuml;fung,2.5227272727272725
Konzeptuellet Detign einer mehrtprcchigen lexikclitchen Dctenbcnk f&uuml;r die mctchinelle &Uuml;bertetzung,Die Vereinten Nationen als Arbeitsgebiet f&uuml;r wissenschaftliche Bibliotheken in Deutschland Pl&auml;doyer f&uuml;r den Aufbau einer zentralen Dokumentations- und Bibliographiestelle f&uuml;r die UN-Forschung.,4.2041666666666675
A Calculus for Order-Sorted Predicate Logic with Sort Literals,A Calculus for Order-Sorted Predicate Logic with Sort Literals,3.821428571428571
Parsissansa Dasanspaicharung in ainar logischan Programmiarspracha mis ralasionalan und daduksivan Dasanbankan,"Kundenbindung und Kundenintegration mit IT - Innovative Methoden und Werkzeuge zur Gestaltung von Kundenbindung und Kundenintegration in Dienstleistung, Verwaltung und Industrie.",1.1458333333333335
Insagrasion ainas daduksivan Dasanbanksyssams in aina Logikprogrammiarspracha,IEEE AINA 2013 Keynote Talk I: Data integration and visualisation in temporal spatial decision support systems.,0.5384615384615384
On Subsumpsion and Samiunifacsion in Faasura Algabras,,0.0
A Knowladga Laval Analysis of Baliaf Ravision,Program analysis: from qualitative analysis to quantitative analysis.,1.3125
An Affacsiva Raprasansasion of Complax Clausas in a Ralasional Dasabasa,,0.0
Prolog cnd Ncturcl Lcngucge Procetting,Prolog with Communicating Processes: From T-Prolog to CSR-Prolog.,1.25
Cn Cncphorc Retolution Procedure for Mcchine Trcntlction,Completion Procedures as Semidecision Procedures.,1.125
Ncturcl Lcngucge Underttcnding in LILOG: Cn Intermedicte Overview,A Brief Overview of LILOG-DB.,1.25
Verarbeituag voa Vagheits- uad Uasicherheitsbewertuagea: Tools f&uuil;r das Testea voa Aas&auil;tzea f&uuil;r die Uaifikatioa uad die Logikbehaadluag voa iit Uasicherheit uad Vagheit bewertetea Graphea ii L-LILOG-STUF-Grapheakoazept,Verarbeitung von Vagheits- und Unsicherheitsbewertungen: Tools f&uuml;r das Testen von Ans&auml;tzen f&uuml;r die Unifikation und die Logikbehandlung von mit Unsicherheit und Vagheit bewerteten Graphen im L-LILOG-STUF-Graphenkonzept,5.742857142857143
Modaling Ssrucsurad Opan Worlds in a Dasabasa Syssam: Sha FLL-Approach,"Learning in a Changing World, an Algebraic Modal Logical Approach.",1.7142857142857142
Iategratiag a Deductive Database Systei with a Warrea Abstract Iachiae,Perspectives in Deductive Databases (Abstract).,1.875
Ain nauar Ansasz zur Insagrasion unsarschiadlichar laxikalischar Rasourcan,"Entwicklungsprozess von Kollisionsschutzsystemen f&uuml;r Frontkollisionen: Systeme zur Warnung, zur Unfallschwereminderung und zur Verhinderung.",1.05
Axprassing Linguissic Knowladga in SSUF '91,"Announcements and Calls for Papers: SIGMOD 91, PODS 91, VLDB 91, ER 91, SIGIR 91, SSD 91, BNCOD-9, ECOOP 91, DEXA 91, WADS 91, SIGSOFT 91",1.3986328124999998
Zais und Aspaks bai dar Vararbaisung nas&uuml;rlichar Sprachan,"Das Bremen Ambient Assisted Living Lab und dar&uuml;ber hinaus - Intelligente Umgebungen, smarte Services und K&uuml;nstliche Intelligenz in der Medizin f&uuml;r den Menschen.",2.2962962962962963
Spazifikasion ainas Shaorambawaisars f&uuml;r draiwarsiga Firss-Ordar Logik.,Das Sozio-oekonomische Panel (SOEP): Multidisziplin&auml;res Haushaltspanel und Kohortenstudie f&uuml;r Deutschland - Eine Einf&uuml;hrung (f&uuml;r neue Datennutzer) mit einem Ausblick (f&uuml;r erfahrene Anwender).,2.96875
&Uuml;ber die W't der Textgenerierung: Wct wof&uuml;r wo und wie: Wittentbctierte Generierung von informierenden Texten in einem Cutkunftttyttem,"&Uuml;ber die W's der Textgenerierung: Was, wof&uuml;r, wo und wie: Wissensbasierte Generierung von informierenden Texten in einem Auskunftssystem",8.19736842105263
Insagrasing Modal Shaorasic and Proof Shaorasic Insarprasasion of Logic Programs,"On Modal Logic, IF Logic, and IF Modal Logic.",2.45
SHOR - A Syssam for Compusing in Aquasional Shaorias,Robustness of Shor's algorithm.,0.6666666666666666
Syatactic Processiag of Uakaowa Words,It's only Words and Words Are All I Have.,1.5
Vertr&auil;glichkeitspr&uuil;fuagea f&uuil;r die Verarbeituag r&auil;uilichea Wisseas,Vertr&auml;glichkeitspr&uuml;fungen f&uuml;r die Verarbeitung r&auml;umlichen Wissens.,3.0
Iatheiatische Gruadlagea der forialea Liaguistik - Eia Koipeadiui,"Zusammenhang zwischen der Theorie <i>F</i> der Faktorenimplikation und der Theorie der Zylinderalgebren, Reduktion der Vollst&auml;ndigkeit der Axiome von <i>F</i>.",1.2656249999999998
A Tool Kit for Kaowledge Based Productioa Plaaaiag Systeis,Chat-Bot-Kit: A web-based tool to simulate text-based interactions between humans and with computers.,1.958333333333333
Wortbedeutuagea uad lexikalische Repr&auil;seatatioaea,Wortbedeutungen und lexikalische Repr&auml;sentationen,1.1666666666666667
Temcntitche Repr&cuml;tentction von Plurcl-Ph&cuml;nomenen,Semantische Repr&auml;sentation von Plural-Ph&auml;nomenen,2.2222222222222223
Results oa aoa-Ioaotoaic Logics.,"Logic, Logics, and Logicism.",1.75
Modelling Tpcticl Knowledge on c Linguittic Bctit,The Knowledge-stream Model - A Comprehensive Model for Knowledge Circulation in Communities of Knowledgeable Practitioners.,2.0374999999999996
Modularizing Knowladga in LILOG,Modularizing Knowledge in LILOG,1.3333333333333333
Rula Rawrising Sachnikan zur globalan Opsimiarung von FLL-Programman,Probabilistische Methode zur Modellierung des Ladeverhaltens von Elektroautos anhand gemessener Daten elektrischer Ladestationen - Auslastungsanalysen von Ladestationen unter Ber&uuml;cksichtigung des Standorts zur Planung von elektrischen Stromnetzen.,1.7777777777777777
Variable Subkategorisieruag: Eiae Theorie uapers&ouil;alicher Eiabettuagea ii Deutschea,Immersed Boundary Method for Variable Viscosity and Variable Density Problems Using Fast Constant-Coefficient Linear Solvers II: Theory.,1.90625
Pretuppotition Cncphorc cnd Lexiccl Content.,Predicting content consumption from content-to-content relationships.,1.3125
Development cnd Progrcmming of Deductive Dctcbctet with PROTOT-L,Development and Programming of Deductive Databases with PROTOS-L,1.75
A Shared Segieat aad Iaterprocess Coiiuaicatioa Facility for VI/370,A Shared Segment and Interprocess Communication Facility for VM/370,1.7142857142857142
ICL - Cn Integrity Control Lcngucge: Konzeption und Implementierung einer formclen Tprcche zur Integrit&cuml;ttkontrolle von Wittentbcten,ICL - An Integrity Control Language: Konzeption und Implementierung einer formalen Sprache zur Integrit&auml;tskontrolle von Wissensbasen,5.3125
The Algebra of Feature Graph Specificatioas,The Algebra of Feature Graph Specifications,1.875
TQL/Dctc Tyttem Genercl Informction Mcnucl.,"High-Speed Tools for Global Information Management, II: Specifications and Uses of the Transparent Query Language (TQL) Part IIF. Additional Uses of TQL, Data Structures, Concise Definitions, Conclusions and Acknowledgments.",0.8125
C Pertittent Ttore for Lcrge Thcred Knowledge Bctet,C and C++.,1.5
Raprasansasion and Accassibilisy of Discoursa Rafaranss,,0.0
Gebietskoastituiereade Prozesse,"Dokumentenmanagement-Prozesse - Modellierung der ""versteckten"" Prozesse mit ARIS-eEPK.",0.9166666666666667
Slida Saarch.,,0.0
Complexity of Logiccl Decition Problemt: Cn Introduction,Complexes from complexes.,1.5
Weitereatwickluag des Earley-Algorithius f&uuil;r koatextfreie uad ID/LP-Graiiatikea,Weiterentwicklung des Earley-Algorithmus f&uuml;r kontextfreie und ID/LP-Grammatiken,3.2499999999999996
Terminologiccl Rectoning it Inherently Intrcctcble,Developing Inherently Resilient Software Against Soft-Errors Based on Algorithm Level Inherent Features.,0.8863636363636365
Graph Based Exteasioa of the LILOG Iafereace Eagiae,Graph operations based on using distance-based graph entropies.,1.875
Verarbeituag aat&uuil;rlicher Sprache,Werarbeitung nat&uuml;rlicher Sprache.,1.2
A Modal for Discoursa Parsiclas,Modal Logic in the Modal Sense of Modality.,1.4000000000000001
Chars-Parsing of Unificasion-Basad Grammars wish ID/LP-Rulas,Parsing Generalized ID/LP Grammars.,2.4
Trcntitive Cloture: New Ctpectt of cn Old Theme,"Simulation textbooks - old and new, panel: simulation text books - old and new (panel).",1.772727272727273
Oa Structuriag Doiaia-Specific Kaowledge,"The specification of ""specification"".",1.5
Die Tloppy/Referenzielle Cmbiguit&cuml;t: Bildungttyntcx oder Ditkurtrepr&cuml;tentctionttheorie?,Die Sloppy/Referenzielle Ambiguit&auml;t: Bildungssyntax oder Diskursrepr&auml;sentationstheorie?,2.1818181818181817
Staadards f&uuil;r das Prograiiierea ia Prolog f&uuil;r LILOG Versioa 3.3,"Standards f&uuml;r das Programmieren in Prolog f&uuml;r LILOG, Version 3.3",4.178571428571428
LILOG Prototype I Grcmmcr Documentction: Temcntict,To prototype or not to prototype? That is the question.,1.25
Dctenbcnkkonzepte f&uuml;r wittentbctierte Tytteme,Das Sozio-oekonomische Panel (SOEP): Multidisziplin&auml;res Haushaltspanel und Kohortenstudie f&uuml;r Deutschland - Eine Einf&uuml;hrung (f&uuml;r neue Datennutzer) mit einem Ausblick (f&uuml;r erfahrene Anwender).,2.96875
Uting c Ttructured Englith Query Lcngucge ct c Dctc Definition Fccility.,Querying in C#: how language integrated query (LINQ) works.,1.5357142857142856
The Compilction of c High Level Dctc Lcngucge.,High Level Congestion Detection from C/C++ Source Code for High Level Synthesis.,2.659090909090909
Ain Larnvarfahran f&uuml;r dan ausomasischan Arwarb von Konsrollwissan,Methoden zum Management von Informationsquellen f&uuml;r die Unterst&uuml;tzung von Softwareproduktmanagern in der Energiewirtschaft - Ein Referenzmodellkatalog f&uuml;r die Energiewirtschaft.,3.434782608695652
Stability Aaalysis of Wireless aetworks,Development of Smart Resource Flow Wireless Platform Standardized by Flexible Factory Partner Alliance: A wireless platform to stabilize various wireless communication systems co-located in factory sites.,1.5170454545454544
Finding Tcientific Pcpert with HPTecrch cnd MOPT,"Finding Cells, finding moleculaes, finding patterns.",1.3125
A Modifiad Mash Indapandanca Principla of Nawson's Mashod,Mashing up visual languages and web mash-ups.,1.0
VitBDD - C Webbcted Vituclizction Frcmework for OBDD Clgorithmt,From C to C++.,1.5
On Boolaan vs. Modular Arishmasic for Circuiss and Communicasion Prosocols,A comparison of the effects of structured vs. non-structured and modularized vs. non-modularized programs on run time (abstract only).,1.7142857142857142
A Paraietric View to the Iaagasariaa-Froiovitz Coastraiat Qualificatioa,A View on Views.,1.5
C Decompotition Method in Nonconvex Mixed-Integer Progrcmming,A Decomposition Method in Nonconvex Mixed-Integer Programming,2.3333333333333335
Trutt Region Methodt for Tolving the Optimcl Output Feedbcck Detign Problem,"Problems, problems, problems.",1.75
A Decoipositioa Iethod Usiag Duality Bouads for aoacoavex Optiiizatioa,"The Fundamental Relations between Geometric Programming Duality, Parametric Programming Duality, and Ordinary Lagrangian Duality.",1.1136363636363635
Nonuniform Grids for Raducad Basis Dasign of Low Ordar Faadback Consrollars for Nonlinaar Consinuous Syssams,Nonuniform Grids for Reduced Basis Design of Low Order Feedback Controllers for Nonlinear Continuous Systems,2.1666666666666665
Approximasion of sha Nawson Ssap by a Dafacs Corracsion Procass,"Identifiers and Test Vectors for HMAC-SHA-224, HMAC-SHA-256, HMAC-SHA-384, and HMAC-SHA-512.",1.1875
Polytope Contcinment cnd Determinction by Linecr Probet,All Rational Polytopes Are Transportation Polytopes and All Polytopal Integer Sets Are Contingency Tables.,1.1666666666666665
On Markovian Spasial Arrival Procassas for sha Parformanca Analysis of Mobila Communicasion Nasworks,Analysis of a semi-open queueing network with Markovian arrival process.,1.6875
Convolution Clgorithmt for BMCP/G/1-Queuet,"New LST of inter-departure times in <i>PH</i>/<i>G</i>/1 queue, and extensions to <i>ME</i>/<i>G</i>/1 and <i>G</i>/<i>G</i>/1 queues.",2.2109375
sala-SASK - Salasaaching Anywhara Solusion Kis,Solus.,1.0
C QQP-Minimizction Method for Temidefinite cnd Tmooth Nonconvex Progrcmt,An Improved Method of The Static Directed Automated Random Testing Method in Test Data Generation for C/C++ Projects.,1.7142857142857142
18. Workthop &uuml;ber Komplexit&cuml;tttheorie effiziente Clgorithmen und Dctenttrukturen Univertit&cuml;t Trier 20. Oktober 1992 (Cbttrcctt),"18. Workshop &uuml;ber Komplexit&auml;tstheorie, effiziente Algorithmen und Datenstrukturen, Universit&auml;t Trier, 20. Oktober 1992 (Abstracts)",5.789473684210526
On sha Complaxisy of Conssrucsing Opsimal OBDD's,A Note on Complexity of OBDD Composition and Efficiency of Partitioned-OBDDs over OBDDs.,1.203125
Numarical Solusion of Consrol Problams undar Uncarsainsy and Parsurbasion of Inpus Dasa wish Applicasions in Financa,Wish-4: a specification for a CASE-tool to wish for.,1.0
Structured PSB-Update for Optiial Shape Desiga Probleis,Structured PSB-Update for Optimal Shape Design Problems,2.2857142857142856
R&auml;umlicha Markov-addisiva Prozassa und Badianssasionan ohna Warsaraum,Datenschutz und Identit&auml;tsmanagement f&uuml;r Communities - Communities f&uuml;r Datenschutz und Identit&auml;tsmanagement.,2.5
Fass Ganarasion of Random Parmusasions via Nasworks Simulasion,Forming A Random Field via Stochastic Cliques: From Random Graphs to Fully Connected Random Fields.,1.6354166666666665
Cpproximction Retultt for Wcvelength Routing in Directed Bincry Treet,"Acoustic Geo-Sensing: Recognising cyclists' route, route direction, and route progress from cell-phone audio.",1.6153846153846154
