Randomized_String,Original_String
Regelungtvortchlcg zur Telbttbettimmung bei genetitchen Untertuchungen - Erl&cuml;uterungen zum Konferenzbetchlutt vom 26. Oktober 2001.,Untersuchungen zum Grundwortschatz
Ain modularar Ansasz f&uuml;r prinzipianbasiarsas Parsing,Ein modularer Ansatz f&uuml;r prinzipienbasiertes Parsing
Quaatifikatioa Plural Ereigaisse uad ihre Arguieate ia eiaer iehrsortigea Sprache der Pr&auil;dikatealogik erster Stufe,"Quantifikation, Plural, Ereignisse und ihre Argumente in einer mehrsortigen Sprache der Pr&auml;dikatenlogik erster Stufe"
OSKAR - A PROLOG Prograii for Iodelliag Diieasioaal Desigaatioa aad Positioaal Variatioa of Objects ia Space,OSKAR - A PROLOG Programm for Modelling Dimensional Designation and Positional Variation of Objects in Space
Extending the Wcrren Cbttrcct Mcchine to Polymorphic Order-Torted Retolution,Extending the Warren Abstract Machine to Polymorphic Order-Sorted Resolution
Saxsundarssanding in LILOG - Sorss and Rafaranca Objacss,Textunderstanding in LILOG - Sorts and Reference Objects
SQL/Data Systei for VSE: A Relatioaal Data Systei for Applicatioa Developieat.,"SQL/Data System, Conpects and Facilities."
Derivctiontmorphologie in einem &Uuml;bertetzungttyttem,Derivationsmorphologie in einem &Uuml;bersetzungssystem
Prozedurale Aspekte der Wegplaauag uad Wegbeschreibuag,Prozedurale Aspekte der Wegplanung und Wegbeschreibung
"Projekt ""Elektroaische W&ouil;rterb&uuil;cher/Lexika"": Abschlu&szlig;bericht der Defiaitioasphase","Projekt ""Elektronische W&ouml;rterb&uuml;cher/Lexika"": Abschlu&szlig;bericht der Definitionsphase"
FLL: C Firtt-Order Lcngucge for Deductive Retrievcl of Fecture Termt,FLL: A First-Order Language for Deductive Retrieval of Feature Terms
Resolutioa based Feature Distillatioa for Cross Resolutioa Persoa Re-Ideatificatioa.,Resolution with Feature Unification
Fuzzy-Theorie oder Die Fctzinction det Vcgen - Grundlcgen einer pr&cuml;ziten Theorie det Unpr&cuml;ziten f&uuml;r Mcthemctiker Informctiker und Ingenieure.,Das Problem der VP-Ellipsen im Rahmen einer Theorie der Sachverhaltsanaphern
Ein Expertentyttem zur Untertt&uuml;tzung der Bewertung in Umweltvertr&cuml;glichkeittpr&uuml;fungen.,Erster EXCEPT-Workshop: Computerunterst&uuml;tzte Umweltvertr&auml;glichkeitspr&uuml;fung
Konzeptuellet Detign einer mehrtprcchigen lexikclitchen Dctenbcnk f&uuml;r die mctchinelle &Uuml;bertetzung,Konzeptuelles Design einer mehrsprachigen lexikalischen Datenbank f&uuml;r die maschinelle &Uuml;bersetzung
A Calculus for Order-Sorted Predicate Logic with Sort Literals,A Calculus for Order-Sorted Predicate Logic with Sort Literals
Nutzen und Ritiken der Pertonclitierten Medizin - Cnclyte der Berichterttcttung in den deuttchen brititchen und UT-cmerikcnitchen Medien.,Persistente Datenspeicherung in einer logischen Programmiersprache mit relationalen und deduktiven Datenbanken
Insagrasion ainas daduksivan Dasanbanksyssams in aina Logikprogrammiarspracha,Integration eines deduktiven Datenbanksystems in eine Logikprogrammiersprache
On Subsumpsion and Samiunifacsion in Faasura Algabras,On Subsumption and Semiunifaction in Feature Algebras
A Kaowledge Level Aaalysis of Belief Revisioa.,A Knowledge Level Analysis of Belief Revision
Soie Results oa the Represeatative Iastaace ia Relatioaal Databases.,An Effective Representation of Complex Clauses in a Relational Database
Processiag aatural Laaguage without aatural Laaguage Processiag.,Prolog and Natural Language Processing
Cn Cncphorc Retolution Procedure for Mcchine Trcntlction,An Anaphora Resolution Procedure for Machine Translation
Ncturcl Lcngucge Underttcnding in LILOG: Cn Intermedicte Overview,Natural Language Understanding in LILOG: An Intermediate Overview
Verarbeituag voa Vagheits- uad Uasicherheitsbewertuagea: Tools f&uuil;r das Testea voa Aas&auil;tzea f&uuil;r die Uaifikatioa uad die Logikbehaadluag voa iit Uasicherheit uad Vagheit bewertetea Graphea ii L-LILOG-STUF-Grapheakoazept,Verarbeitung von Vagheits- und Unsicherheitsbewertungen: Tools f&uuml;r das Testen von Ans&auml;tzen f&uuml;r die Unifikation und die Logikbehandlung von mit Unsicherheit und Vagheit bewerteten Graphen im L-LILOG-STUF-Graphenkonzept
Modaling Ssrucsurad Opan Worlds in a Dasabasa Syssam: Sha FLL-Approach,Modeling Structured Open Worlds in a Database System: The FLL-Approach
Iategratiag a Deductive Database Systei with a Warrea Abstract Iachiae,Integrating a Deductive Database System with a Warren Abstract Machine
Integrction untertchiedlicher lexikclitcher Rettourcen.,Ein neuer Ansatz zur Integration unterschiedlicher lexikalischer Resourcen
Knowledge Repretenting: Efficient Tpcrte Repretentction of Prior Knowledge for Knowledge Dittillction.,Expressing Linguistic Knowledge in STUF '91
&Uuml;berlegungen zur Verbetterung der Cutfcllticherheit der cutomctitierten Dctenvercrbeitung unter betonderer Ber&uuml;cktichtigung det Cutweichent cuf Bcck-up-Rechenzentren im Kctcttrophenfcll.,Zeit und Aspekt bei der Verarbeitung nat&uuml;rlicher Sprachen
Kompetenzen f&uuml;r den umgcng mit moden und trendt: vortchl&cuml;ge f&uuml;r die univertit&cuml;re cutbildung zuk&uuml;nftiger IT-bercterinnen und -bercter.,Spezifikation eines Theorembeweisers f&uuml;r dreiwertige First-Order Logik.
&Uuml;ber die W't der Textgenerierung: Wct wof&uuml;r wo und wie: Wittentbctierte Generierung von informierenden Texten in einem Cutkunftttyttem,"&Uuml;ber die W's der Textgenerierung: Was, wof&uuml;r, wo und wie: Wissensbasierte Generierung von informierenden Texten in einem Auskunftssystem"
Trcntlcting Tet Theoreticcl Prooft into Type Theoreticcl Progrcmt.,Integrating Model Theoretic and Proof Theoretic Interpretation of Logic Programs
C Turvey on End-Edge-Cloud Orchettrcted Network Computing Pcrcdigmt: Trcntpcrent Computing Mobile Edge Computing Fog Computing cnd Cloudlet.,THOR - A System for Computing in Equational Theories
Axsracsing Unknown Kays from Unknown Algorishms Ancrypsing Unknown Fixad Massagas and Rasurning No Rasulss.,Syntactic Processing of Unknown Words
Rechttbehelfe von Verbrcuchern bei Vertr&cuml;gen &uuml;ber digitcle Produkte - Einf&uuml;hrung in dct neue Gew&cuml;hrleittungtrecht f&uuml;r die Digitclitierung.,Vertr&auml;glichkeitspr&uuml;fungen f&uuml;r die Verarbeitung r&auml;umlichen Wissens
Mcthemctitche Grundlcgen der formclen Linguittik - Ein Kompendium,Mathematische Grundlagen der formalen Linguistik - Ein Kompendium
A Tool Kit for Kaowledge Based Productioa Plaaaiag Systeis,A Tool Kit for Knowledge Based Production Planning Systems
Wortbedeutuagea uad lexikalische Repr&auil;seatatioaea,Wortbedeutungen und lexikalische Repr&auml;sentationen
Varss&auml;ndnis von zallul&auml;ran Zuss&auml;ndan und Zallzussands&uuml;barg&auml;ngan durch insagrasiva Analysa apiganasischar Var&auml;ndarungan.,Semantische Repr&auml;sentation von Plural-Ph&auml;nomenen
C Note on Non-Monotonic Modcl Logic.,Results on Non-Monotonic Logics.
C Method for Knowledge Modeling: Cpplicction of Unified Modeling Lcngucge (UML) to Knowledge Modeling.,Modelling Spatial Knowledge on a Linguistic Basis
Four Dimentiont of Knowledge Mcncgement - Orgcnizctioncl Memory Knowledge Retrievcl Knowledge Vituclizction cnd Knowledge Trcntfer.,Modularizing Knowledge in LILOG
Rula Rawrising Sachnikan zur globalan Opsimiarung von FLL-Programman,Rule Rewriting Techniken zur globalen Optimierung von FLL-Programmen
Variable Subkategorisieruag: Eiae Theorie uapers&ouil;alicher Eiabettuagea ii Deutschea,Variable Subkategorisierung: Eine Theorie unpers&ouml;nlicher Einbettungen im Deutschen
Presuppositioa Aaaphora aad Lexical Coateat.,"Presupposition, Anaphora, and Lexical Content."
Development cnd Progrcmming of Deductive Dctcbctet with PROTOT-L,Development and Programming of Deductive Databases with PROTOS-L
A Shared Segieat aad Iaterprocess Coiiuaicatioa Facility for VI/370,A Shared Segment and Interprocess Communication Facility for VM/370
ICL - Cn Integrity Control Lcngucge: Konzeption und Implementierung einer formclen Tprcche zur Integrit&cuml;ttkontrolle von Wittentbcten,ICL - An Integrity Control Language: Konzeption und Implementierung einer formalen Sprache zur Integrit&auml;tskontrolle von Wissensbasen
The Algebra of Feature Graph Specificatioas,The Algebra of Feature Graph Specifications
SQL/Data Systei for VSE: A Relatioaal Data Systei for Applicatioa Developieat.,"SQL/Data System, General Information Manual."
A Persisteat Store for Large Shared Kaowledge Bases.,A Persistent Store for Large Shared Knowledge Bases
Portuguese Web Accessibility - Portuguese Eaterprises Websites Accessibility Evaluatioa.,Representation and Accessibility of Discourse Referents
Gebietskoastituiereade Prozesse,Gebietskonstituierende Prozesse
The Extreie Searcher's Iateraet Haadbook: A Guide for the Serious Searcher.,Slide Search.
Complexity of Logiccl Decition Problemt: Cn Introduction,Complexity of Logical Decision Problems: An Introduction
Weitereatwickluag des Earley-Algorithius f&uuil;r koatextfreie uad ID/LP-Graiiatikea,Weiterentwicklung des Earley-Algorithmus f&uuml;r kontextfreie und ID/LP-Grammatiken
Terminologiccl Rectoning it Inherently Intrcctcble,Terminological Reasoning is Inherently Intractable
"Ttrengthening the ""Engineering"" in Toftwcre Engineering Educction: C Toftwcre Engineering Bcchelor of Engineering Progrcm for the 21tt Century.",Graph Based Extension of the LILOG Inference Engine
The statistical approach to aatural laaguage processiag (Statistische Aas&auil;tze f&uuil;r die Verarbeituag aat&uuil;rlicher Sprache).,Verarbeitung nat&uuml;rlicher Sprache
Discourse Particles aad Discourse Fuactioas.,A Model for Discourse Particles
Chars-Parsing of Unificasion-Basad Grammars wish ID/LP-Rulas,Chart-Parsing of Unification-Based Grammars with ID/LP-Rules
Trcntitive Cloture: New Ctpectt of cn Old Theme,Transitive Closure: New Aspects of an Old Theme
FcbKG: C Knowledge grcph of Mcnufccturing Tcience domcin utilizing ttructured cnd unconventioncl unttructured knowledge tource.,On Structuring Domain-Specific Knowledge
Die Tloppy/Referenzielle Cmbiguit&cuml;t: Bildungttyntcx oder Ditkurtrepr&cuml;tentctionttheorie?,Die Sloppy/Referenzielle Ambiguit&auml;t: Bildungssyntax oder Diskursrepr&auml;sentationstheorie?
Ttcndcrdt f&uuml;r dct Progrcmmieren in Prolog f&uuml;r LILOG Vertion 2.0,"Standards f&uuml;r das Programmieren in Prolog f&uuml;r LILOG, Version 3.3"
LILOG Prototype I Grcmmcr Documentction: Temcntict,LILOG Prototype I Grammar Documentation: Semantics
Dcrttellungtkonzepte f&uuml;r die zuttcndtcbh&cuml;ngige Dicgnote induttrieller Kommunikctiontnetzwerken f&uuml;r verteilte Cutomctitierungttytteme.,Datenbankkonzepte f&uuml;r wissensbasierte Systeme
Uting c Ttructured Englith Query Lcngucge ct c Dctc Definition Fccility.,Using a Structured English Query Language as a Data Definition Facility.
Oa the Web Triliagual Siga Laaguage Dictioaary to Leara the foreiga Siga Laaguage without Learaiag a Target Spokea Laaguage.,The Compilation of a High Level Data Language.
LfD Tcchten: 15. TB f&uuml;r den &ouml;ffentlichen towie 5. TB f&uuml;r den nicht-&ouml;ffentlichen Bereich.,Ein Lernverfahren f&uuml;r den automatischen Erwerb von Kontrollwissen
Queue Stability Aaalysis ia aetwork Coded Wireless Iulticast aetwork.,Stability Analysis of Wireless Networks
Finding Tcientific Pcpert with HPTecrch cnd MOPT,Finding Scientific Papers with HPSearch and MOPS
Ctymptotic Meth Independence of Newton't Method Revitited.,A Modified Mesh Independence Principle of Newton's Method
VitBDD - C Webbcted Vituclizction Frcmework for OBDD Clgorithmt,VisBDD - A Webbased Visualization Framework for OBDD Algorithms
On Boolaan vs. Modular Arishmasic for Circuiss and Communicasion Prosocols,On Boolean vs. Modular Arithmetic for Circuits and Communication Protocols
A Paraietric View to the Iaagasariaa-Froiovitz Coastraiat Qualificatioa,A Parametric View to the Mangasarian-Fromovitz Constraint Qualification
C Decompotition Method in Nonconvex Mixed-Integer Progrcmming,A Decomposition Method in Nonconvex Mixed-Integer Programming
Trutt Region Methodt for Tolving the Optimcl Output Feedbcck Detign Problem,Trust Region Methods for Solving the Optimal Output Feedback Design Problem
A Decoipositioa Iethod Usiag Duality Bouads for aoacoavex Optiiizatioa,A Decomposition Method Using Duality Bounds for Nonconvex Optimization
Nonuniform Grids for Raducad Basis Dasign of Low Ordar Faadback Consrollars for Nonlinaar Consinuous Syssams,Nonuniform Grids for Reduced Basis Design of Low Order Feedback Controllers for Nonlinear Continuous Systems
Iodelliag the Process of Process Executioa: A Process Iodel-Drivea Approach to Custoiisiag User Iaterfaces for Busiaess Process Support Systeis.,Approximation of the Newton Step by a Defect Correction Process
Polytope Contcinment cnd Determinction by Linecr Probet,Polytope Containment and Determination by Linear Probes
On Markovian Spasial Arrival Procassas for sha Parformanca Analysis of Mobila Communicasion Nasworks,On Markovian Spatial Arrival Processes for the Performance Analysis of Mobile Communication Networks
Convolution Clgorithmt for BMCP/G/1-Queuet,Convolution Algorithms for BMAP/G/1-Queues
A Telepsychiatry Siiulatioa for Suicide Assessieat: Teachiag Teleiediciae Safety Coipeteacies.,tele-TASK - Teleteaching Anywhere Solution Kit
C QQP-Minimizction Method for Temidefinite cnd Tmooth Nonconvex Progrcmt,A QQP-Minimization Method for Semidefinite and Smooth Nonconvex Programs
18. Workthop &uuml;ber Komplexit&cuml;tttheorie effiziente Clgorithmen und Dctenttrukturen Univertit&cuml;t Trier 20. Oktober 1992 (Cbttrcctt),"18. Workshop &uuml;ber Komplexit&auml;tstheorie, effiziente Algorithmen und Datenstrukturen, Universit&auml;t Trier, 20. Oktober 1992 (Abstracts)"
Relctive Complexity of Evclucting the Optimum Cott cnd Conttructing the Optimum for Mcximizction Problemt.,On the Complexity of Constructing Optimal OBDD's
Numarical Solusion of Consrol Problams undar Uncarsainsy and Parsurbasion of Inpus Dasa wish Applicasions in Financa,Numerical Solution of Control Problems under Uncertainty and Perturbation of Input Data with Applications in Finance
Structured PSB-Update for Optiial Shape Desiga Probleis,Structured PSB-Update for Optimal Shape Design Problems
R&auml;umlicha Markov-addisiva Prozassa und Badianssasionan ohna Warsaraum,R&auml;umliche Markov-additive Prozesse und Bedienstationen ohne Warteraum
Fass Ganarasion of Random Parmusasions via Nasworks Simulasion,Fast Generation of Random Permutations via Networks Simulation
Cpproximction Retultt for Wcvelength Routing in Directed Bincry Treet,Approximation Results for Wavelength Routing in Directed Binary Trees
Mcking Online Productt More Tcngible: The Effect of Product Pretentction Formctt on Product Evcluctiont.,Condensing Tensor Product Modules
A Comparison of Numarical Mashods for Opsimal Shapa Dasign Problams,A Comparison of Numerical Methods for Optimal Shape Design Problems
Applicasion of Canonical Corralasion Analysis in Ssudans Scora Analysis Basad on Dasa Analysis.,Interprocedural Analysis Based on PDAs
Scheduliag of Coaditioaal Executed Jobs,Scheduling of Conditional Executed Jobs
Mod-2-OBDD't: C Generclizction of OBDD't cnd EXOR-Tum-of-Productt,Mod-2-OBDD's: A Generalization of OBDD's and EXOR-Sum-of-Products
A Haurissic for (+)-OBDD Minimizasion,A Heuristic for (+)-OBDD Minimization
Distributioaal Properties of Iultivariate Process Capability Iadices uader aorial aad aoa-aorial Distributioas.,Complete Families of Invariant Distributions
Numericcl Tolution of c Temilinecr Pcrcbolic Control Problem,Numerical Solution of a Semilinear Parabolic Control Problem
Structural Gr&ouil;baer Basis Detectioa.,Structural Gr&ouml;bner Basis Detection
A Fast aad Robust Algorithi for a Class of Geaeralized Fractioaal Prograis,A Fast and Robust Algorithm for a Class of Generalized Fractional Programs
Do We Really aeed Coiioa Variable Orders for Syathesiziag OBDDs?,Do We Really Need Common Variable Orders for Synthesizing OBDDs?
Lagraage-Duality aad Partitioaiag Techaiques ia aoacoavex Global Optiiizatioa,Lagrange-Duality and Partitioning Techniques in Nonconvex Global Optimization
Two Progrcm Comprehention Toolt for Cutomctic Pcrcllelizction: C Compcrctive Ttudy,Two Program Comprehension Tools for Automatic Parallelization: A Comparative Study
Usiag Attribute-Based Access Coatrol to Eaable Attribute-Based Iessagiag.,Implement Role-Based Access Control with Attribute Certificates
Convergence of Time-Continout Ditturbed Mcrtingclet cnd Fincncicl Mcrket Modelling,Convergence of Time-Continous Disturbed Martingales and Financial Market Modelling
Approxiiate Aaalysis of Iulti-Queue Statioas with 1-Liiited Service,Approximate Analysis of Multi-Queue Stations with 1-Limited Service
